,game_id,date,year,week,home_team,away_team,home_score,away_score,winner,score_diff,1st Downs_diff,3rd Down Attempts_diff,3rd Down Conversions_diff,4th Down conversions_diff,Fumbles Lost_diff,Passing Completions_diff,Passing Yards_diff,Penalties_diff,Penalty Yards_diff,Rushing Attempts_diff,Rushing Yards_diff,Time of Possession_diff,4th Down Attempts_diff,Interceptions Thrown_diff,Passing Attempts_diff
1533,3838,11/28/2009,2009,1, South Florida, Miami (Florida),10,31, Miami (Florida),-21,-6,-1,-1,-1,1.0,-5.0,-84.0,-4.0,-28.0,-8.0,-97.0,-400.0,-2.0,1.0,-6.0
1534,3841,11/28/2009,2009,1, Kansas, Missouri,39,41, Missouri,-2,-9,1,4,-1,1.0,14.0,195.0,0.0,-39.0,-16.0,-201.0,-14.0,-1.0,1.0,14.0
1535,3843,11/28/2009,2009,1, San Jose State, New Mexico State,13,10, San Jose State,3,0,5,3,1,1.0,11.0,125.0,-2.0,-25.0,4.0,-50.0,438.0,1.0,0.0,13.0
1536,3845,11/28/2009,2009,1, Arkansas State, North Texas,30,26, Arkansas State,4,8,1,4,-2,0.0,3.0,112.0,7.0,74.0,20.0,104.0,661.0,-1.0,2.0,0.0
1537,3847,11/28/2009,2009,1, Oklahoma, Oklahoma State,27,0, Oklahoma,27,8,3,4,1,1.0,10.0,177.0,3.0,40.0,18.0,81.0,460.0,2.0,-1.0,14.0
1538,3848,11/28/2009,2009,1, Houston, Rice,73,14, Houston,59,-2,-5,2,0,0.0,19.0,329.0,-1.0,0.0,-14.0,-22.0,-300.0,0.0,-3.0,14.0
1539,3850,11/28/2009,2009,1, East Carolina, Southern Mississippi,25,20, East Carolina,5,1,0,2,-2,0.0,4.0,4.0,5.0,25.0,5.0,8.0,166.0,-2.0,0.0,-4.0
1540,3852,11/28/2009,2009,1, Kentucky, Tennessee,24,30, Tennessee,-6,-2,1,-2,1,1.0,-2.0,-120.0,4.0,40.0,-9.0,-65.0,-314.0,0.0,-1.0,2.0
1541,3853,11/28/2009,2009,1, Baylor, Texas Tech,13,20, Texas Tech,-7,6,2,3,-2,0.0,-9.0,-31.0,4.0,24.0,11.0,4.0,-20.0,-2.0,0.0,-14.0
1542,3857,11/28/2009,2009,1, Idaho, Utah State,49,52, Utah State,-3,-2,0,0,0,0.0,4.0,19.0,-6.0,-107.0,-3.0,-28.0,516.0,0.0,1.0,9.0
1543,3858,11/28/2009,2009,1, BYU, Utah,26,23, BYU,3,-3,0,2,-1,0.0,-10.0,-67.0,-5.0,-53.0,6.0,34.0,-120.0,-1.0,-1.0,-13.0
1544,3861,11/28/2009,2009,1, Washington, Washington State,30,0, Washington,30,10,-4,-1,1,0.0,2.0,80.0,4.0,55.0,12.0,218.0,346.0,-1.0,0.0,-4.0
1545,3862,11/28/2009,2009,1, Florida Atlantic, Western Kentucky,29,23, Florida Atlantic,6,3,3,3,1,-1.0,-4.0,99.0,1.0,24.0,12.0,-40.0,170.0,1.0,-1.0,0.0
1546,3864,12/03/2009,2009,1, Oregon, Oregon State,37,33, Oregon,4,12,-4,-1,2,1.0,-10.0,-105.0,-4.0,-5.0,24.0,205.0,-112.0,1.0,1.0,-15.0
1547,3868,12/05/2009,2009,1, Washington, California,42,10, Washington,32,7,-2,0,1,-2.0,6.0,71.0,-3.0,-35.0,10.0,96.0,440.0,1.0,0.0,-8.0
1548,3871,12/05/2009,2009,1, Alabama, Florida,32,13, Alabama,19,10,4,7,0,0.0,-8.0,-8.0,-4.0,-46.0,39.0,163.0,1154.0,-1.0,-1.0,-17.0
1549,3873,12/05/2009,2009,1, East Carolina, Houston,38,32, East Carolina,6,4,-3,-4,-1,-1.0,-35.0,-265.0,2.0,0.0,19.0,121.0,42.0,0.0,-3.0,-41.0
1550,3875,12/05/2009,2009,1, Louisiana Tech, San Jose State,55,20, Louisiana Tech,35,11,-7,-4,0,0.0,-14.0,-116.0,4.0,51.0,7.0,213.0,-630.0,-4.0,-3.0,-28.0
1551,3876,12/05/2009,2009,1, Connecticut, South Florida,29,27, Connecticut,2,-4,-3,-4,0,-1.0,9.0,65.0,-1.0,1.0,-14.0,-66.0,-408.0,0.0,0.0,11.0
1552,3877,12/05/2009,2009,1, Nebraska, Texas,12,13, Texas,-1,-1,-3,-4,1,0.0,-14.0,-145.0,0.0,19.0,-3.0,49.0,-240.0,1.0,0.0,-16.0
1553,3878,12/05/2009,2009,1, Rutgers, West Virginia,21,24, West Virginia,-3,-4,1,-1,0,-2.0,-1.0,37.0,0.0,-5.0,-10.0,-97.0,50.0,0.0,2.0,8.0
1554,3879,12/05/2009,2009,1, Hawai'i, Wisconsin,10,51, Wisconsin,-41,-10,-2,-5,-1,0.0,-1.0,-56.0,-1.0,2.0,-35.0,-284.0,-954.0,-1.0,2.0,14.0
1555,3880,12/12/2009,2009,1, Navy, Army,17,3, Navy,14,6,-5,-1,1,0.0,-4.0,-16.0,-1.0,15.0,12.0,76.0,332.0,-1.0,0.0,-14.0
1556,3882,12/19/2009,2009,1, Rutgers, UCF,45,24, Rutgers,21,-1,0,4,0,1.0,-4.0,74.0,5.0,35.0,2.0,51.0,134.0,-1.0,-1.0,-7.0
1557,3883,12/20/2009,2009,1, Middle Tennessee, Southern Mississippi,42,32, Middle Tennessee,10,6,-3,-1,0,1.0,-1.0,-64.0,-4.0,-12.0,7.0,120.0,-202.0,0.0,-2.0,-6.0
1558,3885,12/23/2009,2009,1, California, Utah,27,37, Utah,-10,0,-1,-1,1,1.0,-6.0,-124.0,-1.0,-2.0,-7.0,45.0,-638.0,0.0,1.0,-1.0
1559,3887,12/26/2009,2009,1, USC, Boston College,24,13, USC,11,-5,0,2,0,-1.0,13.0,132.0,2.0,7.0,-1.0,-6.0,526.0,-1.0,1.0,4.0
1560,3888,12/26/2009,2009,1, Ohio, Marshall,17,21, Marshall,-4,-5,-2,-5,0,0.0,2.0,26.0,-3.0,-31.0,-22.0,-178.0,-736.0,0.0,1.0,10.0
1561,3889,12/26/2009,2009,1, North Carolina, Pittsburgh,17,19, Pittsburgh,-2,4,-2,0,0,0.0,2.0,20.0,4.0,52.0,-7.0,-48.0,70.0,1.0,1.0,9.0
1562,3892,12/29/2009,2009,1, Temple, UCLA,21,30, UCLA,-9,5,1,0,-1,0.0,-3.0,-62.0,-1.0,-30.0,14.0,30.0,296.0,1.0,1.0,-8.0
1563,3894,12/30/2009,2009,1, Nebraska, Arizona,33,0, Nebraska,33,8,3,6,-1,0.0,3.0,127.0,5.0,30.0,28.0,160.0,984.0,-2.0,-1.0,-6.0
1564,3897,12/31/2009,2009,1, Iowa State, Minnesota,14,13, Iowa State,1,5,2,4,-1,1.0,-1.0,-96.0,7.0,47.0,12.0,90.0,138.0,-1.0,1.0,-9.0
1565,3902,01/01/2010,2009,1, Auburn, Northwestern,38,35, Auburn,3,-1,-10,-2,-4,1.0,-27.0,-297.0,9.0,115.0,2.0,97.0,398.0,-4.0,-3.0,-45.0
1566,3910,01/02/2010,2009,1, Northern Illinois, South Florida,3,27, South Florida,-24,-6,-2,-4,0,0.0,-2.0,-87.0,-1.0,5.0,-9.0,-81.0,-334.0,2.0,1.0,4.0
1567,3913,01/06/2010,2009,1, Troy, Central Michigan,41,44, Central Michigan,-3,1,5,7,0,1.0,-1.0,8.0,4.0,32.0,12.0,60.0,410.0,0.0,-1.0,1.0
1568,3917,09/02/2010,2010,1, UAB, Florida Atlantic,31,32, Florida Atlantic,-1,7,1,-1,1,0.0,-5.0,-175.0,1.0,24.0,19.0,252.0,514.0,1.0,0.0,-5.0
1569,3923,09/02/2010,2010,1, Idaho, North Dakota,45,0, Idaho,45,1,-1,2,-1,-3.0,9.0,277.0,6.0,48.0,-5.0,0.0,150.0,-2.0,-1.0,11.0
1570,3929,09/02/2010,2010,1, Hawai'i, USC,36,49, USC,-13,-3,3,-1,0,-1.0,7.0,181.0,-6.0,-58.0,-6.0,-117.0,254.0,1.0,0.0,22.0
1571,3930,09/02/2010,2010,1, South Carolina, Southern Mississippi,41,13, South Carolina,28,5,-9,-6,0,-1.0,-18.0,-112.0,-3.0,-30.0,8.0,157.0,-136.0,-2.0,0.0,-27.0
1572,3931,09/02/2010,2010,1, Indiana, Towson,51,17, Indiana,34,-5,-6,-2,-2,0.0,2.0,40.0,0.0,-5.0,-16.0,-72.0,-798.0,-5.0,-3.0,-5.0
1573,3932,09/02/2010,2010,1, Wake Forest, Presbyterian,53,13, Wake Forest,40,14,-2,4,-1,1.0,-14.0,-198.0,-1.0,0.0,16.0,345.0,-262.0,-3.0,-1.0,-18.0
1574,3933,09/03/2010,2010,1, Toledo, Arizona,2,41, Arizona,-39,0,3,-3,0,1.0,-23.0,-310.0,-2.0,-8.0,3.0,-25.0,-454.0,1.0,0.0,-21.0
1575,3935,09/04/2010,2010,1, Auburn, Arkansas State,52,26, Auburn,26,12,-8,0,-1,2.0,-22.0,-82.0,2.0,32.0,14.0,324.0,-526.0,-3.0,0.0,-33.0
1576,3936,09/04/2010,2010,1, Troy, Bowling Green,30,27, Troy,3,7,-2,-2,1,-1.0,5.0,43.0,0.0,49.0,19.0,103.0,18.0,1.0,1.0,-3.0
1577,3937,09/04/2010,2010,1, Stanford, Sacramento State,52,17, Stanford,35,5,-6,-1,0,1.0,2.0,203.0,-4.0,-17.0,8.0,169.0,162.0,-1.0,0.0,-3.0
1578,3938,09/04/2010,2010,1, California, UC Davis,52,3, California,49,15,1,5,2,0.0,11.0,220.0,2.0,16.0,28.0,216.0,1012.0,3.0,0.0,2.0
1579,3941,09/04/2010,2010,1, West Virginia, Coastal Carolina,31,0, West Virginia,31,5,3,7,0,1.0,9.0,93.0,-3.0,-15.0,6.0,121.0,265.0,-1.0,0.0,5.0
1580,3945,09/04/2010,2010,1, Missouri, Illinois,23,13, Missouri,10,-1,6,4,0,0.0,25.0,200.0,0.0,36.0,-12.0,-102.0,2.0,-1.0,-3.0,25.0
1581,3949,09/04/2010,2010,1, Grambling, Louisiana Tech,6,20, Louisiana Tech,-14,-2,1,0,0,-1.0,-8.0,-38.0,-1.0,-18.0,-1.0,-38.0,286.0,-1.0,2.0,-6.0
1582,3953,09/04/2010,2010,1, San Diego State, Nicholls State,47,0, San Diego State,47,5,-5,3,0,0.0,6.0,230.0,-3.0,-8.0,-3.0,130.0,-350.0,-1.0,0.0,1.0
1583,3955,09/04/2010,2010,1, Clemson, North Texas,35,10, Clemson,25,-3,-13,-9,-1,0.0,-12.0,-92.0,-2.0,-22.0,-24.0,53.0,-1424.0,-1.0,-1.0,-13.0
1584,3956,09/04/2010,2010,1, Air Force, Northwestern State,65,21, Air Force,44,19,-7,-2,1,1.0,-15.0,-70.0,-2.0,-35.0,29.0,375.0,-240.0,1.0,-1.0,-25.0
1585,3957,09/04/2010,2010,1, Vanderbilt, Northwestern,21,23, Northwestern,-2,1,0,0,1,-1.0,0.0,18.0,4.0,51.0,-8.0,49.0,-108.0,1.0,1.0,12.0
1586,3958,09/04/2010,2010,1, TCU, Oregon State,30,21, TCU,9,18,6,7,-1,0.0,7.0,-7.0,2.0,15.0,29.0,205.0,1126.0,-1.0,2.0,1.0
1587,3960,09/04/2010,2010,1, Notre Dame, Purdue,23,12, Notre Dame,11,2,-5,1,-2,1.0,-12.0,-15.0,-3.0,-18.0,4.0,51.0,-610.0,-4.0,-2.0,-16.0
1588,3963,09/04/2010,2010,1, Florida State, Samford,59,6, Florida State,53,2,-15,-3,-1,0.0,-5.0,73.0,-4.0,-15.0,-12.0,108.0,-868.0,-3.0,1.0,-12.0
1589,3965,09/04/2010,2010,1, Georgia Tech, South Carolina State,41,10, Georgia Tech,31,11,-2,4,0,0.0,-9.0,-82.0,-4.0,-48.0,17.0,194.0,70.0,0.0,1.0,-17.0
1590,3966,09/04/2010,2010,1, UCF, South Dakota,38,7, UCF,31,6,2,5,0,0.0,8.0,137.0,-2.0,-7.0,20.0,115.0,754.0,1.0,0.0,3.0
1591,3968,09/04/2010,2010,1, Houston, Texas State,68,28, Houston,40,-7,-12,-6,-2,-1.0,10.0,181.0,1.0,10.0,-35.0,-29.0,-1562.0,-3.0,-1.0,2.0
1592,3969,09/04/2010,2010,1, Georgia, Louisiana-Lafayette,55,7, Georgia,48,6,1,5,0,0.0,11.0,79.0,3.0,22.0,8.0,170.0,414.0,-1.0,-2.0,7.0
1593,3971,09/04/2010,2010,1, South Florida, Stony Brook,59,14, South Florida,45,3,-3,0,1,2.0,15.0,271.0,0.0,8.0,-5.0,38.0,-82.0,3.0,-4.0,15.0
1594,3972,09/04/2010,2010,1, Akron, Syracuse,3,29, Syracuse,-26,-6,-2,-6,0,-2.0,-5.0,-118.0,5.0,39.0,-21.0,-147.0,-465.0,1.0,-1.0,8.0
1595,3973,09/04/2010,2010,1, Arkansas, Tennessee Tech,44,3, Arkansas,41,4,-7,1,-1,1.0,16.0,215.0,-2.0,3.0,-15.0,117.0,-422.0,1.0,2.0,16.0
1596,3975,09/04/2010,2010,1, Rice, Texas,17,34, Texas,-17,-3,0,-3,0,0.0,-2.0,-41.0,0.0,10.0,-4.0,-109.0,-112.0,-1.0,1.0,-6.0
1597,3977,09/04/2010,2010,1, Oklahoma, Utah State,31,24, Oklahoma,7,3,-2,-2,2,-1.0,0.0,-124.0,1.0,22.0,7.0,125.0,152.0,2.0,-1.0,-1.0
1598,3978,09/04/2010,2010,1, Oklahoma State, Washington State,65,17, Oklahoma State,48,8,-4,-1,1,-2.0,13.0,41.0,0.0,0.0,3.0,179.0,-78.0,-1.0,0.0,7.0
1599,3980,09/04/2010,2010,1, Boston College, Weber State,38,20, Boston College,18,1,-12,-6,-1,-1.0,-17.0,-54.0,-5.0,-14.0,-6.0,84.0,-912.0,-1.0,1.0,-24.0
1600,3984,09/04/2010,2010,1, UNLV, Wisconsin,21,41, Wisconsin,-20,-8,1,-2,0,0.0,-5.0,-92.0,-1.0,-5.0,-23.0,-166.0,-998.0,0.0,-1.0,6.0
1601,3987,09/04/2010,2010,1, UTEP, Ark.-Pine Bluff,31,10, UTEP,21,8,0,3,0,1.0,-3.0,27.0,-2.0,-8.0,14.0,158.0,270.0,1.0,-1.0,-5.0
1602,3990,09/05/2010,2010,1, East Carolina, Tulsa,51,49, East Carolina,2,-2,1,-5,3,-1.0,-1.0,-16.0,0.0,20.0,-7.0,-25.0,-206.0,3.0,0.0,4.0
